SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,283 Dalewood Way,SAN FRANCISCO,CA,94127,1699000,3,2.5,SAN FRANCISCO,1905,4521,1959,9,892,,Active,,,http://www.redfin.com/CA/San-Francisco/283-Dalewood-Way-94127/home/1604687,MLSListings,ML81854539,N,Y,37.7383652,-122.4593074
MLS Listing,,Condo/Co-op,555 Innes Ave #308,SAN FRANCISCO,CA,94124,599000,1,1.0,SAN FRANCISCO,611,,2016,9,980,479,Active,,,http://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-308/home/107401902,MLSListings,ML81854517,N,Y,37.7281082,-122.3692429
MLS Listing,,Condo/Co-op,2454 Vallejo St,San Francisco,CA,94123,3595000,3,2.0,San Francisco,,4149,1910,9,,700,Active,August-1-2021 11:00 AM,August-1-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2454-Vallejo-St-94123/home/562935,San Francisco MLS,421575667,N,Y,37.795184,-122.437696
MLS Listing,,Condo/Co-op,960 Market St #208,San Francisco,CA,94102,590000,1,1.0,San Francisco,396,,,9,1490,598,Active,,,http://www.redfin.com/CA/San-Francisco/960-Market-St-94102/unit-208/home/175759564,San Francisco MLS,421575999,N,Y,37.7831239,-122.4095552
MLS Listing,,Condo/Co-op,3966 18Th St Unit L,San Francisco,CA,94114,1390000,2,2.0,Noe Valley,1525,2848,1931,9,911,,Active,,,http://www.redfin.com/CA/San-Francisco/3966-18th-St-94114/unit-L/home/175753728,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40959621,N,Y,37.7611732,-122.4319534
MLS Listing,,Condo/Co-op,400 Beale St #1210,San Francisco,CA,94105,824900,1,1.0,South Beach,669,,2001,9,1233,835,Active,,,http://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-1210/home/12399549,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40959618,N,Y,37.7870715,-122.3909973
MLS Listing,,Condo/Co-op,1080 Chestnut St Unit 3B,San Francisco,CA,94109,1395000,1,1.5,San Francisco,1224,,,9,1140,1473,Active,,,http://www.redfin.com/CA/San-Francisco/1080-Chestnut-St-94109/unit-3B/home/12399687,San Francisco MLS,421557076,N,Y,37.803057,-122.4210212
MLS Listing,,Condo/Co-op,1160 Mission St #1113,SAN FRANCISCO,CA,94103,1249000,2,2.0,SAN FRANCISCO,1131,,2008,9,1104,972,Active,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1113/home/17306104,MLSListings,ML81854290,N,Y,37.7786972,-122.4126145
MLS Listing,,Townhouse,31 Kirkwood Ave,San Francisco,CA,94124,1210000,3,2.5,San Francisco,1522,,2019,9,795,313,Active,,,http://www.redfin.com/CA/San-Francisco/31-Kirkwood-Ave-94124/home/146916937,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40959564,N,Y,37.72669,-122.36964
MLS Listing,,Condo/Co-op,631 Folsom St Unit 16F,San Francisco,CA,94107,1395000,2,2.0,San Francisco,1190,38089,2009,9,1172,1023,Active,July-31-2021 12:00 PM,July-31-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-16F/home/21966544,San Francisco MLS,421575418,N,Y,37.7847302,-122.3968612
MLS Listing,,Condo/Co-op,1433 Bush St #305,San Francisco,CA,94109,589000,0,1.0,San Francisco,,,2019,9,,513,Active,July-31-2021 01:30 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1433-Bush-St-94109/unit-305/home/167120841,San Francisco MLS,421563626,N,Y,37.7885311,-122.420976
MLS Listing,,Multi-Family (2-4 Unit),145 - 147 Webster St,San Francisco,CA,94117,1000000,5,,San Francisco,3250,3025,1900,10,308,,Active,,,http://www.redfin.com/CA/San-Francisco/145-Webster-St-94117/home/580737,San Francisco MLS,421575561,N,Y,37.7719969,-122.4290509
MLS Listing,,Multi-Family (2-4 Unit),117 - 119 Webster St,San Francisco,CA,94117,1600000,3,,San Francisco,3660,2596,1900,10,437,,Active,,,http://www.redfin.com/CA/San-Francisco/117-Webster-St-94117/home/1491856,San Francisco MLS,421575550,N,Y,37.7716364,-122.4289607
MLS Listing,,Multi-Family (2-4 Unit),324 - 334 Waller St,San Francisco,CA,94117,2000000,4,,San Francisco,3640,6873,1900,10,549,,Active,,,http://www.redfin.com/CA/San-Francisco/324-Waller-St-94117/home/1523367,San Francisco MLS,421575546,N,Y,37.7715936,-122.4292148
MLS Listing,,Single Family Residential,115 Saint Marys Ave,SAN FRANCISCO,CA,94112,1290000,6,3.5,SAN FRANCISCO,1800,3123,1900,10,717,,Active,,,http://www.redfin.com/CA/San-Francisco/115-St-Marys-Ave-94112/home/114084055,MLSListings,ML81852069,N,Y,37.7344549,-122.427951
MLS Listing,,Single Family Residential,1331 22nd Ave,San Francisco,CA,94122,1695000,4,2.0,San Francisco,2187,3236,1923,10,775,,Active,July-31-2021 01:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1331-22nd-Ave-94122/home/1819093,San Francisco MLS,421575368,N,Y,37.7627693,-122.4806231
MLS Listing,,Single Family Residential,225 Claremont Blvd,San Francisco,CA,94127,1849000,4,2.0,San Francisco,1940,3131,1924,10,953,,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/225-Claremont-Blvd-94127/home/1590435,San Francisco MLS,421575245,N,Y,37.741701,-122.4639512
MLS Listing,,Condo/Co-op,1356 Waller St,San Francisco,CA,94117,1575000,3,1.5,San Francisco,1544,3506,1905,10,1020,333,Active,,,http://www.redfin.com/CA/San-Francisco/1356-Waller-St-94117/home/852430,San Francisco MLS,421567473,N,Y,37.7692748,-122.4461777
MLS Listing,,Condo/Co-op,3430 22nd St,San Francisco,CA,94110,1650000,3,2.0,San Francisco,,2896,1900,10,,250,Active,,,http://www.redfin.com/CA/San-Francisco/3430-22nd-St-94110/home/169934097,San Francisco MLS,421574901,N,Y,37.7553051,-122.4238751
MLS Listing,,Condo/Co-op,601 Van Ness Ave #948,San Francisco,CA,94102,399000,0,1.0,San Francisco,523,105806,1982,10,763,850,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-948/home/576273,San Francisco MLS,421575336,N,Y,37.7813653,-122.4215253
MLS Listing,,Condo/Co-op,280 Spear St Unit 34F,San Francisco,CA,94105,4695000,3,3.0,San Francisco,2001,47916,,10,2346,1435,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-34F/home/160775558,San Francisco MLS,421575433,N,Y,37.7903739,-122.3913812
MLS Listing,,Condo/Co-op,1545 Pine St #903,San Francisco,CA,94109,1190000,1,1.0,San Francisco,737,14553,2017,10,1615,919,Active,,,http://www.redfin.com/CA/San-Francisco/1545-Pine-St-94109/unit-903/home/169565981,San Francisco MLS,421575429,N,Y,37.7893082,-122.4211982
MLS Listing,,Condo/Co-op,329 Bay St #307,San Francisco,CA,94133,1290000,2,2.0,San Francisco,1225,8580,2007,10,1053,698,Active,July-31-2021 11:00 AM,July-31-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/329-Bay-St-94133/unit-307/home/21967118,San Francisco MLS,421572937,N,Y,37.8055104,-122.4126562
MLS Listing,,Condo/Co-op,550 Broderick St,San Francisco,CA,94117,2095000,4,2.0,San Francisco,1972,2859,1910,11,1062,300,Active,,,http://www.redfin.com/CA/San-Francisco/550-Broderick-St-94117/home/39906779,San Francisco MLS,421574834,N,Y,37.7754578,-122.4393462
MLS Listing,,Condo/Co-op,3680 16th St,San Francisco,CA,94114,1595000,4,3.0,San Francisco,1538,2874,1900,11,1037,300,Active,July-29-2021 05:30 PM,July-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/3680-16th-St-94114/home/175740511,San Francisco MLS,421574974,N,Y,37.7644194,-122.4348365
MLS Listing,,Single Family Residential,1419 Palou Ave,San Francisco,CA,94124,799000,1,1.0,San Francisco,1037,2500,,11,770,,Active,August-1-2021 01:00 PM,August-1-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1419-Palou-Ave-94124/home/1814881,San Francisco MLS,421573810,N,Y,37.7319582,-122.3877409
MLS Listing,,Single Family Residential,2709 Jackson St,San Francisco,CA,94115,6500000,7,,San Francisco,6187,3510,,11,1051,,Active,,,http://www.redfin.com/CA/San-Francisco/2709-Jackson-St-94115/home/1562406,San Francisco MLS,421575312,N,Y,37.7914953,-122.4401634
MLS Listing,,Single Family Residential,642 43rd Ave,San Francisco,CA,94121,1898000,3,2.0,San Francisco,1785,2996,1926,11,1063,,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/642-43rd-Ave-94121/home/620233,San Francisco MLS,421574487,N,Y,37.7764693,-122.5035259
MLS Listing,,Condo/Co-op,1925 Pacific Ave #3,San Francisco,CA,94109,2095000,3,2.0,San Francisco,,4992,1918,12,,1008,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1925-Pacific-Ave-94109/unit-3/home/1466983,San Francisco MLS,421574733,N,Y,37.7942104,-122.4270382
MLS Listing,,Multi-Family (2-4 Unit),194 - 196 Jules Ave,San Francisco,CA,94112,1450000,4,2.0,San Francisco,2200,1873,1946,12,659,,Active,,,http://www.redfin.com/CA/San-Francisco/194-Jules-Ave-94112/home/820260,San Francisco MLS,421544132,N,Y,37.7217137,-122.4609936
MLS Listing,,Single Family Residential,800 Monterey Blvd,San Francisco,CA,94127,1688000,4,2.0,San Francisco,1884,4822,1926,12,896,,Active,July-31-2021 01:30 PM,July-31-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/800-Monterey-Blvd-94127/home/2013694,San Francisco MLS,421574415,N,Y,37.7317753,-122.4536115
MLS Listing,,Single Family Residential,283 Madrid St,San Francisco,CA,94112,1150000,2,1.0,San Francisco,750,1300,1922,13,1533,,Active,,,http://www.redfin.com/CA/San-Francisco/283-Madrid-St-94112/home/773261,San Francisco MLS,421570718,N,Y,37.7249185,-122.4300576
MLS Listing,,Single Family Residential,65 Delano Ave,San Francisco,CA,94112,1099950,2,1.0,San Francisco,1222,3795,1912,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/65-Delano-Ave-94112/home/973456,MetroList,421575085,N,Y,37.7268617,-122.439967
MLS Listing,,Condo/Co-op,555 4th St #618,San Francisco,CA,94107,1095000,2,2.0,San Francisco,1161,63237,2006,13,943,725,Active,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-618/home/22887278,BAREIS,421574905,N,Y,37.7793967,-122.3967727
MLS Listing,,Single Family Residential,1965 Geneva Ave,San Francisco,CA,94134,699000,2,1.0,San Francisco,810,1875,1944,13,863,,Active,,,http://www.redfin.com/CA/San-Francisco/1965-Geneva-Ave-94134/home/1503810,San Francisco MLS,421574518,N,Y,37.7090624,-122.421895
MLS Listing,,Condo/Co-op,301 Mission St Unit 18E,San Francisco,CA,94105,1295000,2,2.0,San Francisco,1098,50667,2009,13,1179,1620,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-18E/home/40142398,San Francisco MLS,421574340,N,Y,37.7903824,-122.3961531
MLS Listing,,Single Family Residential,183 Madrid St,San Francisco,CA,94112,949000,2,1.0,San Francisco,1125,2495,1925,13,844,,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/183-Madrid-St-94112/home/776510,San Francisco MLS,421574170,N,Y,37.7264833,-122.4288956
MLS Listing,,Condo/Co-op,2100 Green St #104,San Francisco,CA,94123,2350000,3,2.5,San Francisco,2173,,1927,13,1081,1223,Active,,,http://www.redfin.com/CA/San-Francisco/2100-Green-St-94123/unit-104/home/12400803,San Francisco MLS,421574649,N,Y,37.7965566,-122.4339526
MLS Listing,,Condo/Co-op,2515 Sacramento St,San Francisco,CA,94115,2995000,3,2.0,San Francisco,2555,3348,1890,13,1172,,Active,July-29-2021 05:00 PM,July-29-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/2515-Sacramento-St-94115/home/1067232,San Francisco MLS,421573675,N,Y,37.789453,-122.43484
MLS Listing,,Condo/Co-op,1251 Francisco St,San Francisco,CA,94123,1525000,2,1.5,San Francisco,1170,,1923,13,1303,803,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1251-Francisco-St-94123/home/12354478,San Francisco MLS,421573366,N,Y,37.8030345,-122.4257268
MLS Listing,,Single Family Residential,140 Cresta Vista Dr,San Francisco,CA,94127,1498000,4,2.5,San Francisco,1960,3336,1963,13,764,,Active,July-31-2021 11:00 AM,July-31-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/140-Cresta-Vista-Dr-94127/home/1905502,San Francisco MLS,421530384,N,Y,37.735486,-122.4565652
MLS Listing,,Condo/Co-op,123 Corwin St Unit B,San Francisco,CA,94114,950000,2,1.0,San Francisco,817,2541,1962,13,1163,196,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/123-Corwin-St-94114/unit-B/home/100768863,San Francisco MLS,421573298,N,Y,37.7573582,-122.4407155
MLS Listing,,Townhouse,136 Everson St,San Francisco,CA,94131,1199000,3,2.0,San Francisco,1605,501,1973,13,747,569,Active,,,http://www.redfin.com/CA/San-Francisco/136-Everson-St-94131/home/1473145,San Francisco MLS,421574762,N,Y,37.7387291,-122.4323802
MLS Listing,,Condo/Co-op,542 Vermont St,San Francisco,CA,94107,1195000,3,1.0,San Francisco,1185,2088,1910,13,1008,153,Active,,,http://www.redfin.com/CA/San-Francisco/542-Vermont-St-94107/home/69371426,San Francisco MLS,421572605,N,Y,37.762766,-122.404606
MLS Listing,,Condo/Co-op,3477 16th St,San Francisco,CA,94114,1095000,2,1.0,San Francisco,1011,2249,1902,13,1083,150,Active,August-1-2021 12:00 PM,August-1-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/3477-16th-St-94114/home/69371592,San Francisco MLS,421573445,N,Y,37.7642098,-122.4305238
MLS Listing,,Condo/Co-op,192 Downey St,San Francisco,CA,94116,1395000,2,1.5,San Francisco,1144,,1900,13,1219,233,Active,July-31-2021 02:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/192-Downey-St-94117/home/871482,San Francisco MLS,421574777,N,Y,37.7655306,-122.4466546
MLS Listing,,Multi-Family (2-4 Unit),1243 - 1247 Jackson St,San Francisco,CA,94109,3295000,9,1.5,San Francisco,4500,3438,1908,13,732,,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1243-Jackson-St-94109/home/544621,San Francisco MLS,421574778,N,Y,37.7946154,-122.4156634
MLS Listing,,Condo/Co-op,201 Harrison St #300,San Francisco,CA,94105,799000,1,1.0,San Francisco,,38449,1991,13,,720,Active,August-1-2021 11:00 AM,August-1-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-300/home/1203100,San Francisco MLS,421554766,N,Y,37.7874798,-122.3905769
MLS Listing,,Condo/Co-op,1000 Franklin St #303,San Francisco,CA,94109,599000,1,1.0,San Francisco,649,13200,1980,13,923,408,Active,,,http://www.redfin.com/CA/San-Francisco/1000-Franklin-St-94109/unit-303/home/12354305,San Francisco MLS,421574447,N,Y,37.7838656,-122.422437
MLS Listing,,Condo/Co-op,110 Channel St #622,San Francisco,CA,94158,1199000,1,2.0,San Francisco,1135,49773,2017,13,1056,944,Active,July-31-2021 02:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-622/home/167383029,San Francisco MLS,421574585,N,Y,37.7751436,-122.3906212
MLS Listing,,Townhouse,457 Fulton St,San Francisco,CA,94102,1650000,2,2.0,San Francisco,1506,21629,,13,1096,650,Active,,,http://www.redfin.com/CA/San-Francisco/457-Fulton-St-94102/home/1948271,BAREIS,421561625,N,Y,37.7785004,-122.4242399
MLS Listing,,Single Family Residential,1910 Palou Ave,San Francisco,CA,94124,1388000,5,5.0,Silver Terrace,3206,2495,1900,13,433,,Active,,,http://www.redfin.com/CA/San-Francisco/1910-Palou-Ave-94124/home/745243,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40959087,N,Y,37.737507,-122.396598
MLS Listing,,Condo/Co-op,1530 Larkin St,San Francisco,CA,94109,1295000,3,2.0,San Francisco,1470,4556,1909,13,881,606,Active,July-31-2021 11:00 AM,July-31-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1530-Larkin-St-94109/home/12354242,San Francisco MLS,421571772,N,Y,37.7921395,-122.4191043
MLS Listing,,Townhouse,59 Digby St,San Francisco,CA,94131,1595000,3,3.0,San Francisco,1900,,,13,839,741,Active,July-31-2021 02:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/59-Digby-St-94131/home/958873,San Francisco MLS,421574453,N,Y,37.7396433,-122.4327101
MLS Listing,,Single Family Residential,20 Granada Ave,San Francisco,CA,94112,1395000,3,2.0,Ingelside,2200,2809,1907,13,634,,Active,,,http://www.redfin.com/CA/San-Francisco/20-Granada-Ave-94112/home/1869508,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40959015,N,Y,37.7186299,-122.4568932
MLS Listing,,Condo/Co-op,300 Beale St #303,San Francisco,CA,94105,1350000,2,1.0,San Francisco,1337,35461,1937,13,1010,894,Active,,,http://www.redfin.com/CA/San-Francisco/300-Beale-St-94105/unit-303/home/12395826,San Francisco MLS,421567139,N,Y,37.7881762,-122.3925217
MLS Listing,,Multi-Family (2-4 Unit),453 - 455 Douglass St,San Francisco,CA,94114,2800000,4,2.5,San Francisco,2090,3250,1905,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/453-Douglass-St-94114/home/676202,MetroList,421572473,N,Y,37.7563661,-122.4386318
MLS Listing,,Multi-Family (2-4 Unit),1021 - 1023 Washington St,San Francisco,CA,94108,1828000,4,2.0,San Francisco,2060,1149,1900,13,887,,Active,July-31-2021 01:00 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1021-Washington-St-94108/home/548634,San Francisco MLS,421570174,N,Y,37.7945247,-122.4101757
MLS Listing,,Condo/Co-op,220 Lombard St #421,San Francisco,CA,94133,685000,1,1.0,San Francisco,648,50188,1993,13,1057,879,Active,,,http://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-421/home/1400664,San Francisco MLS,421573911,N,Y,37.8042436,-122.4054002
MLS Listing,,Condo/Co-op,1515 15th St #207,San Francisco,CA,94103,1095000,2,2.0,San Francisco,1050,14125,2014,13,1043,681,Active,,,http://www.redfin.com/CA/San-Francisco/1515-15th-St-94103/unit-207/home/110052125,San Francisco MLS,421573014,N,Y,37.7665977,-122.4181501
MLS Listing,,Condo/Co-op,588 - 592 Chestnut St #590,San Francisco,CA,94133,1450000,4,2.0,San Francisco,,1555,1907,14,,300,Active,,,http://www.redfin.com/CA/San-Francisco/588-Chestnut-St-94133/unit-590/home/175701339,San Francisco MLS,421574559,N,Y,37.8039733,-122.4130218
MLS Listing,,Single Family Residential,2337 Taraval St,San Francisco,CA,94116,1998000,5,3.0,San Francisco,2328,2495,1912,14,858,,Active,,,http://www.redfin.com/CA/San-Francisco/2337-Taraval-St-94116/home/1211440,San Francisco MLS,421573815,N,Y,37.7420625,-122.4914007
MLS Listing,,Condo/Co-op,1053 South Van Ness Ave,San Francisco,CA,94110,799000,1,1.0,San Francisco,,3697,1912,14,,250,Active,July-31-2021 02:00 AM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1053-S-Van-Ness-Ave-94110/home/1284613,BAREIS,421574454,N,Y,37.756389,-122.416288
MLS Listing,,Condo/Co-op,701 Hampshire St #3,San Francisco,CA,94110,449000,0,1.0,San Francisco,,,1960,14,,246,Active,,,http://www.redfin.com/CA/San-Francisco/701-Hampshire-St-94110/unit-3/home/175692996,San Francisco MLS,421574375,N,Y,37.7603979,-122.4078827
MLS Listing,,Condo/Co-op,701 Hampshire St #7,San Francisco,CA,94110,595000,1,1.0,San Francisco,600,,1961,14,992,422,Active,,,http://www.redfin.com/CA/San-Francisco/701-Hampshire-St-94110/unit-7/home/175692994,San Francisco MLS,421574368,N,Y,37.7603979,-122.4078827
MLS Listing,,Condo/Co-op,1629 Pierce St,San Francisco,CA,94115,849000,2,2.0,San Francisco,,3625,1900,14,,352,Active,August-1-2021 12:00 PM,August-1-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1629-Pierce-St-94115/home/1915199,San Francisco MLS,421573963,N,Y,37.7852539,-122.4368253
MLS Listing,,Condo/Co-op,1001 17th St #303,San Francisco,CA,94107,699000,1,1.0,San Francisco,,9426,2016,14,,438,Active,July-31-2021 12:00 PM,July-31-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1001-17th-St-94107/unit-303/home/102135992,San Francisco MLS,421574210,N,Y,37.7650727,-122.3940731
MLS Listing,,Single Family Residential,314 Duncan Ave,San Francisco,CA,94131,2866000,3,3.5,San Francisco,2131,2465,1900,14,1345,,Active,,,http://www.redfin.com/CA/San-Francisco/314-Duncan-St-94131/home/801156,San Francisco MLS,421572688,N,Y,37.746283,-122.4276474
MLS Listing,,Condo/Co-op,2184 15th St,San Francisco,CA,94114,1495000,3,2.0,San Francisco,1574,2625,1900,14,950,256,Active,,,http://www.redfin.com/CA/San-Francisco/2184-15th-St-94114/home/110028397,San Francisco MLS,421570529,N,Y,37.7661159,-122.432903
MLS Listing,,Condo/Co-op,175 Bluxome St #102,San Francisco,CA,94107,809000,1,1.0,San Francisco,910,30938,1998,14,889,537,Active,July-31-2021 01:00 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/175-Bluxome-St-94107/unit-102/home/12397889,San Francisco MLS,421568795,N,Y,37.7744041,-122.3996934
MLS Listing,,Condo/Co-op,303 Austin St Unit D,San Francisco,CA,94109,3488000,3,3.0,San Francisco,2177,,2021,14,1602,1185,Active,,,http://www.redfin.com/CA/San-Francisco/303-Austin-St-94109/unit-D/home/175687957,San Francisco MLS,421574209,N,Y,37.7886335,-122.4238248
MLS Listing,,Condo/Co-op,433 26th Ave,SAN FRANCISCO,CA,94121,1665000,4,3.0,SAN FRANCISCO,2158,3372,2010,14,772,130,Active,July-31-2021 12:00 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/433-26th-Ave-94121/home/40023002,MLSListings,ML81853728,N,Y,37.7813354,-122.4861429
MLS Listing,,Single Family Residential,1 Putnam St,San Francisco,CA,94110,949995,0,,San Francisco,1611,972,1947,14,590,,Active,,,http://www.redfin.com/CA/San-Francisco/1-Putnam-St-94110/home/760914,San Francisco MLS,421573979,N,Y,37.7396977,-122.4106344
MLS Listing,,Condo/Co-op,118 Dolphin Ct #42,SAN FRANCISCO,CA,94124,865000,3,2.5,SAN FRANCISCO,1360,573,1981,14,636,458,Active,,,http://www.redfin.com/CA/San-Francisco/118-Dolphin-Ct-94124/unit-42/home/1166806,MLSListings,ML81853678,N,Y,37.7279752,-122.3712784
MLS Listing,,Single Family Residential,812 Monterey Blvd,San Francisco,CA,94127,1495000,2,1.5,San Francisco,1446,4795,1925,14,1034,2,Active,,,http://www.redfin.com/CA/San-Francisco/812-Monterey-Blvd-94127/home/690956,San Francisco MLS,421573243,N,Y,37.7317737,-122.4538672
MLS Listing,,Condo/Co-op,1452 Bush St #15,San Francisco,CA,94109,1450000,2,2.5,San Francisco,1515,6000,2004,14,957,613,Active,,,http://www.redfin.com/CA/San-Francisco/1452-Bush-St-94109/unit-15/home/1187117,San Francisco MLS,421532757,N,Y,37.7889088,-122.4212867
MLS Listing,,Condo/Co-op,718 Long Bridge St #424,San Francisco,CA,94158,1625000,2,2.0,San Francisco,1247,84866,2016,14,1303,1161,Active,,,http://www.redfin.com/CA/San-Francisco/718-Long-Bridge-St-94158/unit-424/home/109278579,San Francisco MLS,421573706,N,Y,37.7714717,-122.3945434
MLS Listing,,Condo/Co-op,2101 Beach St #101,SAN FRANCISCO,CA,94123,898000,1,1.0,SAN FRANCISCO,660,,1927,14,1361,429,Active,July-31-2021 01:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2101-Beach-St-94123/unit-101/home/1162643,MLSListings,ML81851896,N,Y,37.8035405,-122.4438648
MLS Listing,,Single Family Residential,449 Prentiss St,San Francisco,CA,94110,1049000,2,2.0,San Francisco,1639,1750,1900,14,640,,Active,,,http://www.redfin.com/CA/San-Francisco/449-Prentiss-St-94110/home/1583519,San Francisco MLS,421573978,N,Y,37.7375934,-122.4120282
MLS Listing,,Single Family Residential,18 Latona St,San Francisco,CA,94124,859000,7,3.0,San Francisco,2353,2495,1900,14,365,,Active,,,http://www.redfin.com/CA/San-Francisco/18-Latona-St-94124/home/2008940,San Francisco MLS,421574017,N,Y,37.7319357,-122.3927344
MLS Listing,,Condo/Co-op,172 - A Langton St,San Francisco,CA,94103,725000,2,1.0,San Francisco,616,2000,1907,14,1177,295,Active,,,http://www.redfin.com/CA/San-Francisco/172A-Langton-St-94103/home/173186473,San Francisco MLS,421574074,N,Y,37.7753396,-122.4074213
MLS Listing,,Condo/Co-op,1 Wattson Pl #2,San Francisco,CA,94112,799000,2,,San Francisco,963,6347,2002,14,830,509,Active,,,http://www.redfin.com/CA/San-Francisco/1-Wattson-Pl-94112/unit-2/home/1497676,San Francisco MLS,421574019,N,Y,37.7235664,-122.4370091
MLS Listing,,Multi-Family (5+ Unit),512 - 520 Grant Ave,San Francisco,CA,94108,5800000,0,,San Francisco,8173,1875,1908,14,710,,Active,,,http://www.redfin.com/CA/San-Francisco/512-Grant-Ave-94108/home/170220159,San Francisco MLS,421566911,N,Y,37.7917672,-122.4056323
MLS Listing,,Multi-Family (2-4 Unit),1219 - 1221 Clayton St,San Francisco,CA,94114,1900000,4,,San Francisco,3120,3402,1925,14,609,,Active,,,http://www.redfin.com/CA/San-Francisco/1219-Clayton-St-94114/home/1181707,San Francisco MLS,421556200,N,Y,37.7614369,-122.4469429
MLS Listing,,Condo/Co-op,246 2nd St #901,San Francisco,CA,94105,748000,1,1.0,San Francisco,668,12933,2000,14,1120,526,Active,July-31-2021 11:00 AM,July-31-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/246-2nd-St-94105/unit-901/home/1913394,San Francisco MLS,421573707,N,Y,37.7858817,-122.3974144
MLS Listing,,Condo/Co-op,400 Beale St #1214,San Francisco,CA,94105,1599000,3,2.0,San Francisco,1433,27581,2001,14,1116,1053,Active,July-31-2021 02:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-1214/home/28890160,San Francisco MLS,421570356,N,Y,37.7870715,-122.3909973
MLS Listing,,Condo/Co-op,260 King St #1511,San Francisco,CA,94107,885000,1,1.0,San Francisco,868,213232,2004,14,1020,868,Active,July-29-2021 05:00 PM,July-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-1511/home/11282423,San Francisco MLS,421573604,N,Y,37.7776624,-122.3938672
