SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,42 Mars St,San Francisco,CA,94114,2600000,3,2.5,San Francisco,1948,2408,1917,6,1335,,Active,July-29-2021 04:30 PM,July-29-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/42-Mars-St-94114/home/972688,San Francisco MLS,421561239,N,Y,37.7613182,-122.4448264
MLS Listing,,Single Family Residential,147 Harold Ave,San Francisco,CA,94112,899000,2,2.0,San Francisco,1000,2809,1912,6,899,,Active,,,http://www.redfin.com/CA/San-Francisco/147-Harold-Ave-94112/home/817098,San Francisco MLS,421578037,N,Y,37.720903,-122.4532812
MLS Listing,,Single Family Residential,1818 Santiago St,San Francisco,CA,94116,1495000,4,3.0,San Francisco,2200,2665,1926,6,680,,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1818-Santiago-St-94116/home/1469588,San Francisco MLS,421575581,N,Y,37.744673,-122.486998
MLS Listing,,Multi-Family (2-4 Unit),820 - 824 22nd St,San Francisco,CA,94107,2998000,6,3.0,San Francisco,4095,2288,1900,6,732,,Active,July-29-2021 05:00 PM,July-29-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/820-22nd-St-94107/home/1767708,San Francisco MLS,421577967,N,Y,37.7580625,-122.3898767
MLS Listing,,Condo/Co-op,345 Church St Unit 3B,San Francisco,CA,94112,849000,1,1.0,San Francisco,662,26284,1983,6,1282,665,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/345-Church-St-94114/unit-3B/home/1003810,San Francisco MLS,421574808,N,Y,37.7654729,-122.4285975
MLS Listing,,Single Family Residential,731 Noe St,San Francisco,CA,94114,1799000,3,2.0,San Francisco,1465,2993,1909,6,1228,,Active,July-31-2021 12:30 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/731-Noe-St-94114/home/1165996,San Francisco MLS,421577193,N,Y,37.7573415,-122.4321517
MLS Listing,,Single Family Residential,1468 Van Dyke Ave,San Francisco,CA,94124,680000,2,1.0,Bayview,1000,3000,1917,6,680,,Active,,,http://www.redfin.com/CA/San-Francisco/1468-Van-Dyke-Ave-94124/home/1264351,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40960213,N,Y,37.7278803,-122.3897139
MLS Listing,,Single Family Residential,123 Arch St,San Francisco,CA,94132,949000,2,1.0,San Francisco,1268,2495,1945,6,748,,Active,,,http://www.redfin.com/CA/San-Francisco/123-Arch-St-94132/home/1776466,San Francisco MLS,421574285,N,Y,37.7129619,-122.4673123
MLS Listing,,Single Family Residential,3726 Judah St,San Francisco,CA,94122,1295000,3,2.0,San Francisco,1660,2495,1941,6,780,,Active,July-29-2021 05:00 PM,July-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/3726-Judah-St-94122/home/2016202,San Francisco MLS,421569178,N,Y,37.7608165,-122.502222
MLS Listing,,Condo/Co-op,50 Lansing St #401,San Francisco,CA,94105,1175000,2,2.0,San Francisco,1210,20082,2006,6,971,961,Active,July-29-2021 05:00 PM,July-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/50-Lansing-St-94105/unit-401/home/22887009,San Francisco MLS,421573928,N,Y,37.786127,-122.3942141
MLS Listing,,Single Family Residential,2507 Post St,San Francisco,CA,94115,1299000,2,1.5,San Francisco,994,2395,1900,6,1307,,Active,July-31-2021 01:00 PM,July-31-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/2507-Post-St-94115/home/590886,San Francisco MLS,421577042,N,Y,37.7836714,-122.4432072
MLS Listing,,Single Family Residential,200 Eagle St,San Francisco,CA,94114,2195000,3,2.5,San Francisco,2037,1463,1932,6,1078,,Active,July-31-2021 01:00 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/200-Eagle-St-94114/home/1996816,San Francisco MLS,421577732,N,Y,37.7587237,-122.4443773
MLS Listing,,Condo/Co-op,26 Valley St,San Francisco,CA,94110,2495000,3,3.0,San Francisco,2166,2848,,6,1152,,Active,,,http://www.redfin.com/CA/San-Francisco/26-Valley-St-94110/home/1655953,San Francisco MLS,421575504,N,Y,37.7448801,-122.4229215
MLS Listing,,Condo/Co-op,1320 Lyon St,San Francisco,CA,94115,1199950,2,1.0,Lower Pac Hts,1676,3078,1887,6,716,450,Active,,,http://www.redfin.com/CA/San-Francisco/1320-Lyon-St-94115/home/1127856,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40960196,N,Y,37.783141,-122.444213
MLS Listing,,Single Family Residential,2005 17th St,San Francisco,CA,94103,1595000,2,1.5,San Francisco,,,,6,,,Active,July-31-2021 02:00 PM,July-31-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/2005-17th-St-94103/home/1192911,San Francisco MLS,421577843,N,Y,37.764491,-122.403777
MLS Listing,,Condo/Co-op,2900 Pacific Ave #202,San Francisco,CA,94115,5300000,4,3.0,San Francisco,2720,5746,1929,6,1949,1819,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2900-Pacific-Ave-94115/unit-202/home/1587976,San Francisco MLS,421558403,N,Y,37.7925051,-122.4432818
MLS Listing,,Single Family Residential,3239 Webster St,SAN FRANCISCO,CA,94123,5195000,3,3.5,SAN FRANCISCO,2720,4813,1935,6,1910,,Active,,,http://www.redfin.com/CA/San-Francisco/3239-Webster-St-94123/home/1797635,MLSListings,ML81855073,N,Y,37.8006406,-122.4347576
MLS Listing,,Single Family Residential,352 17th Ave,San Francisco,CA,94121,2798000,4,3.0,San Francisco,3205,3000,1912,6,873,,Active,July-31-2021 01:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/352-17th-Ave-94121/home/2003789,San Francisco MLS,421575369,N,Y,37.7814355,-122.4760619
MLS Listing,,Single Family Residential,182 Morningside Dr,SAN FRANCISCO,CA,94132,1395000,4,4.0,SAN FRANCISCO,2432,3798,1951,6,574,,Active,July-29-2021 05:00 PM,July-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/182-Morningside-Dr-94132/home/1608029,MLSListings,ML81855061,N,Y,37.7307318,-122.4919425
MLS Listing,,Condo/Co-op,2135 California St #7,San Francisco,CA,94115,1430000,3,2.0,San Francisco,1177,,1922,6,1215,508,Active,July-30-2021 02:30 PM,July-30-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/2135-California-St-94115/unit-7/home/175827188,San Francisco MLS,421576263,N,Y,37.7892176,-122.4295378
MLS Listing,,Condo/Co-op,171 Lexington St,San Francisco,CA,94110,849000,2,1.0,San Francisco,,2000,,6,,498,Active,August-1-2021 01:00 PM,August-1-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/171-Lexington-St-94110/home/1413306,San Francisco MLS,421577017,N,Y,37.7606516,-122.4204996
MLS Listing,,Condo/Co-op,1576 Sanchez St,San Francisco,CA,94131,1995000,3,2.0,San Francisco,2811,2625,1905,6,710,225,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1576-Sanchez-St-94131/home/40138262,San Francisco MLS,421576766,N,Y,37.7438972,-122.4292281
MLS Listing,,Condo/Co-op,2539 Clay St #5,San Francisco,CA,94115,1995000,2,2.0,San Francisco,1550,4011,1909,6,1287,600,Active,,,http://www.redfin.com/CA/San-Francisco/2539-Clay-St-94115/unit-5/home/568669,San Francisco MLS,421577211,N,Y,37.7903986,-122.4348715
MLS Listing,,Multi-Family (2-4 Unit),224 27th St,San Francisco,CA,94131,1859000,7,3.0,San Francisco,3130,2850,1900,6,594,,Active,July-30-2021 02:00 PM,July-30-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/224-27th-St-94131/home/804634,San Francisco MLS,421575698,N,Y,37.7471317,-122.4257331
MLS Listing,,Single Family Residential,3819 - 3821 23rd St,San Francisco,CA,94114,2400000,4,3.0,San Francisco,3080,1950,1905,6,779,,Active,,,http://www.redfin.com/CA/San-Francisco/3819-23rd-St-94114/home/1758927,San Francisco MLS,421577203,N,Y,37.7530857,-122.4280637
MLS Listing,,Condo/Co-op,206 STEINER #2,San Francisco,CA,94117,895950,1,1.0,Haight/Ashbury,555,,1911,6,1614,509,Active,,,http://www.redfin.com/CA/San-Francisco/206-Steiner-St-94117/unit-2/home/581380,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40959503,N,Y,37.7711885,-122.4317299
MLS Listing,,Condo/Co-op,1808 20th St,San Francisco,CA,94107,1298000,2,2.0,San Francisco,1400,79531,1978,6,927,878,Active,July-31-2021 01:00 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1808-20th-St-94107/home/1533734,San Francisco MLS,421575688,N,Y,37.760031,-122.399444
MLS Listing,,Single Family Residential,50 Hazelwood Ave,San Francisco,CA,94112,1395000,3,2.0,San Francisco,1470,3698,1922,6,949,10,Active,July-31-2021 12:00 PM,July-31-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/50-Hazelwood-Ave-94112/home/1922092,San Francisco MLS,421573225,N,Y,37.7294786,-122.453823
MLS Listing,,Condo/Co-op,237 Whitney St,San Francisco,CA,94131,1595000,3,2.5,San Francisco,1720,2774,1989,6,927,400,Active,July-31-2021 12:00 PM,July-31-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/237-Whitney-St-94131/home/808224,San Francisco MLS,421576570,N,Y,37.738282,-122.426989
MLS Listing,,Condo/Co-op,427 14th St,San Francisco,CA,94103,948000,1,1.0,San Francisco,,3249,,6,,225,Active,July-31-2021 01:00 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/427-14th-St-94103/home/1003756,San Francisco MLS,421576253,N,Y,37.7678711,-122.4229045
MLS Listing,,Condo/Co-op,618 Fillmore St #2,San Francisco,CA,94117,1350000,3,2.0,San Francisco,1500,2475,1980,6,900,450,Active,July-29-2021 05:00 PM,July-29-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/618-Fillmore-St-94117/unit-2/home/1699687,San Francisco MLS,421576895,N,Y,37.7752757,-122.4308208
MLS Listing,,Single Family Residential,110 Aptos Ave,SAN FRANCISCO,CA,94127,2388000,3,2.0,SAN FRANCISCO,1947,4064,1927,6,1227,31,Active,,,http://www.redfin.com/CA/San-Francisco/110-Aptos-Ave-94127/home/699239,MLSListings,ML81854991,N,Y,37.7300256,-122.4665605
MLS Listing,,Condo/Co-op,380 Monterey Blvd #202,San Francisco,CA,94131,595000,1,1.0,San Francisco,653,17200,1980,6,911,452,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/380-Monterey-Blvd-94131/unit-202/home/1670309,San Francisco MLS,421577060,N,Y,37.7318046,-122.4440256
MLS Listing,,Single Family Residential,75 Lisbon St,San Francisco,CA,94112,1095000,3,1.0,San Francisco,1218,2495,1923,6,899,,Active,July-31-2021 02:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/75-Lisbon-St-94112/home/1997753,San Francisco MLS,421576540,N,Y,37.7270253,-122.4295046
MLS Listing,,Single Family Residential,644 Oak St,San Francisco,CA,94117,2795000,3,3.5,San Francisco,2823,3436,1900,6,990,,Active,July-29-2021 05:00 PM,July-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/644-Oak-St-94117/home/1602456,San Francisco MLS,421570287,N,Y,37.7742377,-122.430043
MLS Listing,,Single Family Residential,882 Moultrie St,San Francisco,CA,94110,995000,3,2.0,San Francisco,1321,,1992,6,753,,Active,July-31-2021 11:00 AM,July-31-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/882-Moultrie-St-94110/home/1929029,San Francisco MLS,421575811,N,Y,37.7334629,-122.4165303
MLS Listing,,Condo/Co-op,338 Potrero Ave Ph 2,San Francisco,CA,94103,875000,1,1.0,San Francisco,653,11250,2016,6,1340,682,Active,,,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-2/home/118957463,San Francisco MLS,421573397,N,Y,37.7651556,-122.4077002
MLS Listing,,Single Family Residential,129 Meadowbrook Dr,San Francisco,CA,94132,1688000,3,2.0,San Francisco,1678,2500,1941,6,1006,,Active,July-29-2021 05:00 PM,July-29-2021 08:00 PM,http://www.redfin.com/CA/San-Francisco/129-Meadowbrook-Dr-94132/home/839464,San Francisco MLS,421570685,N,Y,37.731858,-122.48477
MLS Listing,,Condo/Co-op,72 Townsend St #707,San Francisco,CA,94107,1250000,1,1.5,San Francisco,851,,,7,1469,825,Active,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-707/home/109464836,San Francisco MLS,421568687,N,Y,37.7812595,-122.3902125
MLS Listing,,Single Family Residential,151 Mangels Ave,SAN FRANCISCO,CA,94131,1398000,4,2.5,SAN FRANCISCO,1239,2500,1950,7,1128,,Active,,,http://www.redfin.com/CA/San-Francisco/151-Mangels-Ave-94131/home/2017567,MLSListings,ML81854968,N,Y,37.732918,-122.4409512
MLS Listing,,Single Family Residential,2146 35Th Ave,San Francisco,CA,94116,1197000,3,1.0,Parkside,1333,2996,1939,7,898,,Active,,,http://www.redfin.com/CA/San-Francisco/2146-35th-Ave-94116/home/1611985,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40960106,N,Y,37.7469974,-122.492882
MLS Listing,,Single Family Residential,39 Warren Dr,San Francisco,CA,94131,1649000,3,3.0,San Francisco,1641,3301,1959,7,1005,,Active,July-31-2021 01:00 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/39-Warren-Dr-94131/home/1878473,San Francisco MLS,421576845,N,Y,37.7545142,-122.4564325
MLS Listing,,Single Family Residential,171 Kenwood Way,San Francisco,CA,94127,2988000,5,6.5,San Francisco,3957,3358,1928,7,755,,Active,,,http://www.redfin.com/CA/San-Francisco/171-Kenwood-Way-94127/home/1183808,San Francisco MLS,421576630,N,Y,37.7279144,-122.4620495
MLS Listing,,Single Family Residential,520 Miramar Ave,San Francisco,CA,94112,998000,3,1.5,San Francisco,1450,3798,1921,7,688,12,Active,July-31-2021 12:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/520-Miramar-Ave-94112/home/1412940,San Francisco MLS,421575062,N,Y,37.7262152,-122.4578921
MLS Listing,,Condo/Co-op,3986 18th St,San Francisco,CA,94114,795000,2,1.0,San Francisco,950,1873,1900,7,837,,Active,,,http://www.redfin.com/CA/San-Francisco/3986-18th-St-94114/home/174277606,San Francisco MLS,421575921,N,Y,37.7611683,-122.4323969
MLS Listing,,Multi-Family (2-4 Unit),1461 - 1463 Chestnut St,San Francisco,CA,94123,2495000,4,3.0,San Francisco,3544,3425,1925,7,704,,Active,,,http://www.redfin.com/CA/San-Francisco/1461-Chestnut-St-94123/home/1978880,San Francisco MLS,421576790,N,Y,37.801653,-122.4274204
MLS Listing,,Single Family Residential,87 Springfield Dr,San Francisco,CA,94132,1298000,3,2.0,San Francisco,1379,3293,1950,7,941,,Active,July-31-2021 02:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/87-Springfield-Dr-94132/home/1319638,San Francisco MLS,421576888,N,Y,37.7324958,-122.4882726
MLS Listing,,Condo/Co-op,601 Van Ness Ave #744,San Francisco,CA,94102,490000,1,1.0,San Francisco,751,105806,1982,7,652,940,Active,July-31-2021 02:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-744/home/2010156,San Francisco MLS,421576863,N,Y,37.7813653,-122.4215253
MLS Listing,,Condo/Co-op,3620 19th St #11,San Francisco,CA,94110,1575000,2,2.5,San Francisco,1510,39396,2008,7,1043,692,Active,,,http://www.redfin.com/CA/San-Francisco/3620-19th-St-94110/unit-11/home/12446961,San Francisco MLS,421567436,N,Y,37.7601561,-122.4243176
MLS Listing,,Condo/Co-op,1235 Oak St #2,San Francisco,CA,94117,889000,2,1.0,San Francisco,,,,7,,370,Active,August-1-2021 12:00 PM,August-1-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1235-Oak-St-94117/unit-2/home/17104316,San Francisco MLS,421573807,N,Y,37.7725557,-122.4397444
MLS Listing,,Condo/Co-op,20 Dorado Ter Unit A,San Francisco,CA,94112,699000,1,1.0,San Francisco,918,2928,1993,7,761,200,Active,July-29-2021 05:30 PM,July-29-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/20-Dorado-Ter-94112/unit-A/home/175799925,San Francisco MLS,421576428,N,Y,37.725854,-122.460561
MLS Listing,,Multi-Family (2-4 Unit),437 - 443 Austin St,San Francisco,CA,94109,2650000,12,2.0,San Francisco,5661,1873,1900,7,468,,Active,,,http://www.redfin.com/CA/San-Francisco/437-Austin-St-94109/home/569316,San Francisco MLS,421576377,N,Y,37.7883239,-122.4260679
MLS Listing,,Single Family Residential,1670 31st Ave,San Francisco,CA,94122,1348000,4,2.0,San Francisco,1454,2996,1945,7,927,,Active,,,http://www.redfin.com/CA/San-Francisco/1670-31st-Ave-94122/home/1210952,San Francisco MLS,421576835,N,Y,37.7561035,-122.4892254
MLS Listing,,Condo/Co-op,555 Innes Ave #211,SAN FRANCISCO,CA,94124,589999,1,1.0,SAN FRANCISCO,603,,2016,7,978,469,Active,July-31-2021 01:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-211/home/99819338,MLSListings,ML81854874,N,Y,37.7281082,-122.3692429
MLS Listing,,Condo/Co-op,201 26th Ave,San Francisco,CA,94121,1125000,3,1.0,San Francisco,1230,,1909,7,915,424,Active,,,http://www.redfin.com/CA/San-Francisco/201-26th-Ave-94121/home/1745816,San Francisco MLS,421571585,N,Y,37.7854968,-122.4863434
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 9E,San Francisco,CA,94102,1295000,2,2.0,San Francisco,912,,2021,7,1420,696,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-9E/home/175798369,San Francisco MLS,421576784,N,Y,37.7808655,-122.4196054
MLS Listing,,Single Family Residential,1416 44th Ave,San Francisco,CA,94122,1295000,3,3.0,San Francisco,1714,2996,1965,7,756,,Active,August-1-2021 10:00 AM,August-1-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/1416-44th-Ave-94122/home/1975349,San Francisco MLS,421576710,N,Y,37.760119,-122.5035059
MLS Listing,,Condo/Co-op,1523 Franklin St #06,San Francisco,CA,94109,3598000,3,3.0,San Francisco,2035,2035,2021,7,1768,1102,Active,,,http://www.redfin.com/CA/San-Francisco/1523-Franklin-St-94109/unit-06/home/175796850,San Francisco MLS,421576262,N,Y,37.7886202,-122.4239241
MLS Listing,,Condo/Co-op,199 Tiffany Ave #310,San Francisco,CA,94110,949000,2,2.0,San Francisco,1171,25598,2004,7,810,753,Active,July-31-2021 02:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/199-Tiffany-Ave-94110/unit-310/home/22888288,San Francisco MLS,421572848,N,Y,37.7443418,-122.4216436
MLS Listing,,Single Family Residential,91 Denslowe Dr,San Francisco,CA,94132,1550000,3,2.0,San Francisco,1785,3602,1942,7,868,6,Active,August-1-2021 01:00 PM,August-1-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/91-Denslowe-Dr-94132/home/834625,San Francisco MLS,421576276,N,Y,37.7232048,-122.4740785
MLS Listing,,Condo/Co-op,10 Miller Pl #1001,San Francisco,CA,94108,1295000,2,2.0,San Francisco,1000,5236,1963,7,1295,1272,Active,,,http://www.redfin.com/CA/San-Francisco/10-Miller-Pl-94108/unit-1001/home/1216365,San Francisco MLS,421574822,N,Y,37.793214,-122.4089198
MLS Listing,,Other,1909-1911 Ellis St,SAN FRANCISCO,CA,94115,3600000,6,4.0,SAN FRANCISCO,3436,3438,1900,7,1048,,Active,July-31-2021 02:00 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1909-Ellis-St-94115/home/1903879,MLSListings,ML81854763,N,Y,37.7813928,-122.4378654
MLS Listing,,Single Family Residential,249 Fair Oaks St,San Francisco,CA,94110,3200000,3,2.5,San Francisco,2297,3744,1885,7,1393,,Active,,,http://www.redfin.com/CA/San-Francisco/249-Fair-Oaks-St-94110/home/1687029,San Francisco MLS,421575611,N,Y,37.7527233,-122.4237483
MLS Listing,,Single Family Residential,2085 Ocean Ave,San Francisco,CA,94127,1990000,4,3.0,San Francisco,2729,7762,1922,7,729,,Active,July-29-2021 05:00 PM,July-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/2085-Ocean-Ave-94127/home/1599427,San Francisco MLS,421576224,N,Y,37.7262758,-122.4656807
MLS Listing,,Single Family Residential,515 Munich St,San Francisco,CA,94112,1099000,3,2.0,San Francisco,1395,2495,1949,7,788,,Active,August-1-2021 02:30 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/515-Munich-St-94112/home/947662,San Francisco MLS,421576342,N,Y,37.7174223,-122.4292392
MLS Listing,,Single Family Residential,149 Elsie St,San Francisco,CA,94110,1595000,3,2.0,San Francisco,1650,1746,1990,7,967,,Active,July-31-2021 01:00 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/149-Elsie-St-94110/home/759300,San Francisco MLS,421575621,N,Y,37.7420957,-122.4179794
MLS Listing,,Condo/Co-op,1512 25th St,San Francisco,CA,94107,795000,1,1.0,San Francisco,955,5153,1900,7,832,,Active,,,http://www.redfin.com/CA/San-Francisco/1512-25th-St-94107/home/40142938,San Francisco MLS,421575905,N,Y,37.7525949,-122.3941727
MLS Listing,,Single Family Residential,1506 25th St,San Francisco,CA,94107,1995000,4,3.0,San Francisco,2520,2500,1900,7,792,,Active,July-31-2021 01:00 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1506-25th-St-94107/home/1362019,San Francisco MLS,421570510,N,Y,37.7526738,-122.3940067
MLS Listing,,Single Family Residential,288 Athens St,San Francisco,CA,94112,1495000,7,5.0,San Francisco,3154,2500,,7,474,,Active,July-31-2021 12:00 PM,July-31-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/288-Athens-St-94112/home/774444,San Francisco MLS,421573709,N,Y,37.7235086,-122.4272866
MLS Listing,,Single Family Residential,1166 De Haro St,San Francisco,CA,94107,1490000,3,2.0,San Francisco,2324,2500,1902,8,641,,Active,July-31-2021 01:30 PM,July-31-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/1166-De-Haro-St-94107/home/734849,San Francisco MLS,421576500,N,Y,37.7550965,-122.4009104
MLS Listing,,Condo/Co-op,1423 Francisco St,San Francisco,CA,94123,1695000,2,1.5,San Francisco,1315,2188,1926,8,1289,300,Active,July-29-2021 04:30 PM,July-29-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/1423-Francisco-St-94123/home/12277382,San Francisco MLS,421575524,N,Y,37.802523,-122.4286349
MLS Listing,,Condo/Co-op,12 Valletta Ct,San Francisco,CA,94131,1495000,3,2.0,San Francisco,1880,3366,1977,8,795,225,Active,August-1-2021 01:00 PM,August-1-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/12-Valletta-Ct-94131/home/17164378,San Francisco MLS,421567335,N,Y,37.7366321,-122.4445073
MLS Listing,,Condo/Co-op,4343 3rd St #404,San Francisco,CA,94124,497576,3,2.0,San Francisco,1142,9845,2007,8,436,588,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/4343-3rd-St-94124/unit-404/home/12277992,San Francisco MLS,421576463,N,Y,37.7380628,-122.3892492
MLS Listing,,Single Family Residential,131 Randolph St,San Francisco,CA,94132,850000,2,1.0,San Francisco,960,1973,1906,8,885,,Active,,,http://www.redfin.com/CA/San-Francisco/131-Randolph-St-94132/home/1096261,San Francisco MLS,421576455,N,Y,37.7141324,-122.4640825
MLS Listing,,Condo/Co-op,1227 Potrero Ave,San Francisco,CA,94110,1299000,3,2.0,San Francisco,1222,,,8,1063,380,Active,July-31-2021 01:00 PM,July-31-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1227-Potrero-Ave-94110/home/40502258,San Francisco MLS,421576250,N,Y,37.7526215,-122.406028
MLS Listing,,Condo/Co-op,3900 Folsom St #3900,San Francisco,CA,94110,1050000,2,1.0,San Francisco,920,,1917,8,1141,201,Active,July-31-2021 11:00 AM,July-31-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/3900-Folsom-St-94110/unit-3900/home/2009031,San Francisco MLS,421573159,N,Y,37.73822,-122.41354
MLS Listing,,Single Family Residential,253 Chicago Way,San Francisco,CA,94112,1198000,3,2.0,San Francisco,1693,3333,1924,8,708,,Active,August-1-2021 01:00 PM,August-1-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/253-Chicago-Way-94112/home/1951224,San Francisco MLS,421573323,N,Y,37.7099074,-122.4318715
MLS Listing,,Single Family Residential,469 27th St,San Francisco,CA,94131,1995000,4,2.0,San Francisco,2206,3040,1910,8,904,,Active,July-31-2021 11:00 AM,July-31-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/469-27th-St-94131/home/801101,San Francisco MLS,421575334,N,Y,37.7465796,-122.4307031
MLS Listing,,Condo/Co-op,301 Mission St #303,San Francisco,CA,94105,1395000,1,2.0,San Francisco,1395,50667,2009,8,1000,2725,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-303/home/40082222,San Francisco MLS,421574346,N,Y,37.7903824,-122.3961531
MLS Listing,,Multi-Family (5+ Unit),1242 - 1244 2nd Ave,San Francisco,CA,94122,2300000,4,4.0,San Francisco,5040,2375,1908,8,456,,Active,August-1-2021 02:00 PM,August-1-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1242-2nd-Ave-94122/home/1210727,San Francisco MLS,421576142,N,Y,37.765502,-122.4586084
MLS Listing,,Multi-Family (5+ Unit),250 Douglass St,San Francisco,CA,94114,5850000,0,,San Francisco,8395,8319,1885,8,697,,Active,,,http://www.redfin.com/CA/San-Francisco/250-Douglass-St-94114/home/1271562,San Francisco MLS,421576117,N,Y,37.7596359,-122.4395432
MLS Listing,,Single Family Residential,72 Winfield St,San Francisco,CA,94110,1795000,3,2.0,San Francisco,1510,1751,1952,8,1189,,Active,July-31-2021 01:30 PM,July-31-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/72-Winfield-St-94110/home/2014376,San Francisco MLS,421570729,N,Y,37.7439823,-122.4178507
MLS Listing,,Single Family Residential,12 Brumiss Ter,San Francisco,CA,94112,1250000,5,3.0,San Francisco,2068,2099,1927,8,604,,Active,,,http://www.redfin.com/CA/San-Francisco/12-Brumiss-Ter-94112/home/1056038,San Francisco MLS,421574788,N,Y,37.7085383,-122.4519682
MLS Listing,,Single Family Residential,325 Mangels Ave,SAN FRANCISCO,CA,94127,1299000,3,2.0,SAN FRANCISCO,1502,2813,1961,9,865,,Active,,,http://www.redfin.com/CA/San-Francisco/325-Mangels-Ave-94127/home/1848411,MLSListings,ML81854543,N,Y,37.732982,-122.4450098
